Steps,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
1800,1,0,0,0,0,0,0,0,0,0
1809,1,0,0,0,0,0,0,0,0,0
1827,2,0,0,0,0,0,0,0,0,0
1828,1,0,0,0,0,0,0,0,0,0
1856,1,0,0,0,0,0,0,0,0,0
1860,1,0,0,0,0,0,0,0,0,0
1862,1,0,0,0,0,0,0,0,0,0
1867,1,0,0,0,0,0,0,0,0,0
1869,1,0,0,0,0,0,0,0,0,0
1878,1,0,0,0,0,0,0,0,0,0
1886,1,0,0,0,0,0,0,0,0,0
1891,1,0,0,0,0,0,0,0,0,0
1893,1,0,0,0,0,0,0,0,0,0
1903,1,0,0,0,0,0,0,0,0,0
1918,1,0,0,0,0,0,0,0,0,0
1926,1,0,0,0,0,0,0,0,0,0
1931,1,0,0,0,0,0,0,0,0,0
1936,1,0,0,0,0,0,0,0,0,0
1946,1,0,0,0,0,0,0,0,0,0
1948,1,0,0,0,0,0,0,0,0,0
1958,1,0,0,0,0,0,0,0,0,0
1959,1,0,0,0,0,0,0,0,0,0
1960,1,0,0,0,0,0,0,0,0,0
1970,1,0,0,0,0,0,0,0,0,0
1971,1,0,0,0,0,0,0,0,0,0
1976,1,0,0,0,0,0,0,0,0,0
1993,1,0,0,0,0,0,0,0,0,0
2001,1,0,0,0,0,0,0,0,0,0
2009,1,0,0,0,0,0,0,0,0,0
2017,1,0,0,0,0,0,0,0,0,0
2043,1,0,0,0,0,0,0,0,0,0
2045,1,0,0,0,0,0,0,0,0,0
2073,1,0,0,0,0,0,0,0,0,0
2078,1,0,0,0,0,0,0,0,0,0
2080,1,0,0,0,0,0,0,0,0,0
2082,1,0,0,0,0,0,0,0,0,0
2091,1,0,0,0,0,0,0,0,0,0
2103,1,0,0,0,0,0,0,0,0,0
2105,1,0,0,0,0,0,0,0,0,0
2113,1,0,0,0,0,0,0,0,0,0
2117,1,0,0,0,0,0,0,0,0,0
2120,1,0,0,0,0,0,0,0,0,0
2131,1,0,0,0,0,0,0,0,0,0
2134,1,0,0,0,0,0,0,0,0,0
2147,1,0,0,0,0,0,0,0,0,0
2153,1,0,0,0,0,0,0,0,0,0
2160,1,0,0,0,0,0,0,0,0,0
2195,1,0,0,0,0,0,0,0,0,0
2202,1,0,0,0,0,0,0,0,0,0
2206,1,0,0,0,0,0,0,0,0,0
2217,1,0,0,0,0,0,0,0,0,0
2220,1,0,0,0,0,0,0,0,0,0
2226,1,0,0,0,0,0,0,0,0,0
2231,1,0,0,0,0,0,0,0,0,0
2251,1,0,0,0,0,0,0,0,0,0
2273,1,0,0,0,0,0,0,0,0,0
2289,1,0,0,0,0,0,0,0,0,0
2291,1,0,0,0,0,0,0,0,0,0
2303,1,0,0,0,0,0,0,0,0,0
2337,1,0,0,0,0,0,0,0,0,0
2340,1,0,0,0,0,0,0,0,0,0
2347,1,0,0,0,0,0,0,0,0,0
2365,1,0,0,0,0,0,0,0,0,0
2395,1,0,0,0,0,0,0,0,0,0
2442,1,0,0,0,0,0,0,0,0,0
2444,1,0,0,0,0,0,0,0,0,0
2449,1,0,0,0,0,0,0,0,0,0
2460,1,0,0,0,0,0,0,0,0,0
2461,1,0,0,0,0,0,0,0,0,0
2472,1,0,0,0,0,0,0,0,0,0
2480,1,0,0,0,0,0,0,0,0,0
2482,1,0,0,0,0,0,0,0,0,0
2484,1,0,0,0,0,0,0,0,0,0
2500,1,0,0,0,0,0,0,0,0,0
2541,1,0,0,0,0,0,0,0,0,0
2578,1,0,0,0,0,0,0,0,0,0
2584,1,0,0,0,0,0,0,0,0,0
2621,1,0,0,0,0,0,0,0,0,0
2623,1,0,0,0,0,0,0,0,0,0
2630,1,0,0,0,0,0,0,0,0,0
2676,1,0,0,0,0,0,0,0,0,0
2695,1,0,0,0,0,0,0,0,0,0
2699,1,0,0,0,0,0,0,0,0,0
2750,2,0,0,0,0,0,0,0,0,0
2777,1,0,0,0,0,0,0,0,0,0
2779,1,0,0,0,0,0,0,0,0,0
2820,1,0,0,0,0,0,0,0,0,0
2859,1,0,0,0,0,0,0,0,0,0
2868,1,0,0,0,0,0,0,0,0,0
2896,1,0,0,0,0,0,0,0,0,0
2899,1,0,0,0,0,0,0,0,0,0
2903,1,0,0,0,0,0,0,0,0,0
2908,1,0,0,0,0,0,0,0,0,0
2964,1,0,0,0,0,0,0,0,0,0
2986,1,0,0,0,0,0,0,0,0,0
2999,1,0,0,0,0,0,0,0,0,0
3003,1,0,0,0,0,0,0,0,0,0
3007,1,0,0,0,0,0,0,0,0,0
3008,1,0,0,0,0,0,0,0,0,0
3028,2,0,0,0,0,0,0,0,0,0
3044,1,0,0,0,0,0,0,0,0,0
3061,1,0,0,0,0,0,0,0,0,0
3164,1,0,0,0,0,0,0,0,0,0
3188,2,0,0,0,0,0,0,0,0,0
3221,1,0,0,0,0,0,0,0,0,0
3222,1,0,0,0,0,0,0,0,0,0
3259,1,0,0,0,0,0,0,0,0,0
3300,1,0,0,0,0,0,0,0,0,0
3354,1,0,0,0,0,0,0,0,0,0
3356,1,0,0,0,0,0,0,0,0,0
3457,1,0,0,0,0,0,0,0,0,0
3479,1,0,0,0,0,0,0,0,0,0
3487,2,0,0,0,0,0,0,0,0,0
3491,1,0,0,0,0,0,0,0,0,0
3551,1,0,0,0,0,0,0,0,0,0
3668,1,0,0,0,0,0,0,0,0,0
3737,1,0,0,0,0,0,0,0,0,0
3816,1,0,0,0,0,0,0,0,0,0
3869,1,0,0,0,0,0,0,0,0,0
4018,1,0,0,0,0,0,0,0,0,0
4204,1,0,0,0,0,0,0,0,0,0
4252,1,0,0,0,0,0,0,0,0,0
4273,1,0,0,0,0,0,0,0,0,0
4327,1,0,0,0,0,0,0,0,0,0
4405,1,0,0,0,0,0,0,0,0,0
4565,1,0,0,0,0,0,0,0,0,0
4622,1,0,0,0,0,0,0,0,0,0
4657,1,0,0,0,0,0,0,0,0,0
4672,1,0,0,0,0,0,0,0,0,0
4767,1,0,0,0,0,0,0,0,0,0
4781,1,0,0,0,0,0,0,0,0,0
4936,1,0,0,0,0,0,0,0,0,0
5060,1,0,0,0,0,0,0,0,0,0
5092,1,0,0,0,0,0,0,0,0,0
5249,1,0,0,0,0,0,0,0,0,0
5415,1,0,0,0,0,0,0,0,0,0
5539,1,0,0,0,0,0,0,0,0,0
5611,1,0,0,0,0,0,0,0,0,0
5730,1,0,0,0,0,0,0,0,0,0
5834,1,0,0,0,0,0,0,0,0,0
5837,1,0,0,0,0,0,0,0,0,0
5847,1,0,0,0,0,0,0,0,0,0
5880,1,0,0,0,0,0,0,0,0,0
5956,1,0,0,0,0,0,0,0,0,0
6121,1,0,0,0,0,0,0,0,0,0
6243,1,0,0,0,0,0,0,0,0,0
6321,1,0,0,0,0,0,0,0,0,0
6675,1,0,0,0,0,0,0,0,0,0
7346,1,0,0,0,0,0,0,0,0,0
7653,1,0,0,0,0,0,0,0,0,0
