config,L,C,M
"[2, 1, 1, 1, 1, 1, 1, 0, 0, 1]",0,1,0
"[2, 1, 1, 1, 1, 1, 1, 0, 1, 0]",0,1,0
"[2, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0,1,0
"[2, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0,1,0
"[2, 1, 1, 1, 1, 1, 1, 1, 0, 1]",0,1,0
"[2, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0,1,0
"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 0, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 0, 1, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 0, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 0, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 0, 1, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 0, 1, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 0, 1, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 0, 1, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 0, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 0, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 0, 1, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 1, 0, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 1, 0, 1]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0,1,0
"[3, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 0, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 0, 1, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 0, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 0, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 0, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 0, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 0, 1, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 1, 0, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 1, 0, 1]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 1, 1, 0]",0,1,0
"[3, 1, 0, 0, 1, 1, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 0, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 0, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 0, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 0, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 1, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 1, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 1, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 0, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 0, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 0, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 0, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 0, 1, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 1, 0, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 1, 1, 0]",0,1,0
"[3, 1, 0, 1, 0, 1, 1, 1, 1, 1]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 0, 0, 0]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 0, 0, 1]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 0, 1, 0]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 0, 1, 1]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 1, 0, 0]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 1, 0, 1]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 1, 1, 0]",0,1,0
"[3, 1, 0, 1, 1, 0, 0, 1, 1, 1]",0,1,0
"[3, 1, 0, 1, 1, 0, 1, 0, 0, 0]",0,1,0
